rule_id,level,target,field,match_type,pattern,supermarket,priority
489,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
489,subcategory,Quesos y Cremas,subcategory_norm,equals,queso fresco,,160
490,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
490,category,Lácteos y Huevos,subcategory_norm,equals,"queso lonchas, rallado y en porciones / queso en porciones",,160
491,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
491,subcategory,Quesos y Cremas,subcategory_norm,equals,"queso lonchas, rallado y en porciones / queso en porciones",,160
492,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
492,category,Lácteos y Huevos,subcategory_norm,equals,"queso lonchas, rallado y en porciones / queso lonchas",,160
493,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
493,subcategory,Quesos y Cremas,subcategory_norm,equals,"queso lonchas, rallado y en porciones / queso lonchas",,160
494,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
494,category,Lácteos y Huevos,subcategory_norm,equals,"queso lonchas, rallado y en porciones / queso rallado",,160
495,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
495,subcategory,Quesos y Cremas,subcategory_norm,equals,"queso lonchas, rallado y en porciones / queso rallado",,160
496,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
496,category,Lácteos y Huevos,subcategory_norm,equals,"queso untable, fresco y especialidades / queso especialidades",,160
497,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
497,subcategory,Quesos y Cremas,subcategory_norm,equals,"queso untable, fresco y especialidades / queso especialidades",,160
498,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
498,category,Lácteos y Huevos,subcategory_norm,equals,"queso untable, fresco y especialidades / queso fresco",,160
499,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
499,subcategory,Quesos y Cremas,subcategory_norm,equals,"queso untable, fresco y especialidades / queso fresco",,160
500,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
500,category,Lácteos y Huevos,subcategory_norm,equals,"queso untable, fresco y especialidades / queso untable",,160
501,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
501,subcategory,Quesos y Cremas,subcategory_norm,equals,"queso untable, fresco y especialidades / queso untable",,160
502,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
502,category,Lácteos y Huevos,subcategory_norm,equals,quesos en lonchas y rallado,,160
503,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
503,subcategory,Quesos y Cremas,subcategory_norm,equals,quesos en lonchas y rallado,,160
504,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
504,category,Lácteos y Huevos,subcategory_norm,equals,quesos untables y fundidos,,160
505,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
505,subcategory,Quesos y Cremas,subcategory_norm,equals,quesos untables y fundidos,,160
506,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
506,category,Carnes y Pescados,subcategory_norm,equals,salchichas y bacon,,160
507,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
507,subcategory,Charcutería y Fiambres,subcategory_norm,equals,salchichas y bacon,,160
508,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos al corte,,160
508,category,Carnes y Pescados,subcategory_norm,equals,fiambres y cocidos,,160
509,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos al corte,,160
509,subcategory,Charcutería y Fiambres,subcategory_norm,equals,fiambres y cocidos,,160
510,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos al corte,,160
510,category,Lácteos y Huevos,subcategory_norm,equals,quesos barra y frescos,,160
511,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos al corte,,160
511,subcategory,Quesos y Cremas,subcategory_norm,equals,quesos barra y frescos,,160
512,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos al corte,,160
512,category,Lácteos y Huevos,subcategory_norm,equals,quesos internacionales,,160
513,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos al corte,,160
513,subcategory,Quesos y Cremas,subcategory_norm,equals,quesos internacionales,,160
514,category,Conservas,category_norm,equals,comida preparada,,160
514,category,Conservas,subcategory_norm,equals,platos preparados en conserva,,160
515,subcategory,Platos Preparados en Conserva,category_norm,equals,comida preparada,,160
515,subcategory,Platos Preparados en Conserva,subcategory_norm,equals,platos preparados en conserva,,160
516,category,Comidas preparadas,category_norm,equals,comidas del mundo,,160
516,category,Comidas preparadas,subcategory_norm,equals,asiatico,,160
517,subcategory,Comidas preparadas,category_norm,equals,comidas del mundo,,160
517,subcategory,Comidas preparadas,subcategory_norm,equals,asiatico,,160
518,category,Comidas preparadas,category_norm,equals,comidas del mundo,,160
518,category,Comidas preparadas,subcategory_norm,equals,latino,,160
519,subcategory,Comidas preparadas,category_norm,equals,comidas del mundo,,160
519,subcategory,Comidas preparadas,subcategory_norm,equals,latino,,160
520,category,Platos Listos,category_norm,equals,congelados,,160
520,category,Platos Listos,subcategory_norm,equals,arroz y pasta / arroz,,160
521,subcategory,Comida preparada,category_norm,equals,congelados,,160
521,subcategory,Comida preparada,subcategory_norm,equals,arroz y pasta / arroz,,160
522,category,Platos Listos,category_norm,equals,congelados,,160
522,category,Platos Listos,subcategory_norm,equals,arroz y pasta / pasta,,160
523,subcategory,Comida preparada,category_norm,equals,congelados,,160
523,subcategory,Comida preparada,subcategory_norm,equals,arroz y pasta / pasta,,160
524,category,Ingredientes,category_norm,equals,congelados,,160
524,category,Ingredientes,subcategory_norm,equals,carne,,160
525,subcategory,"Carne, Pescado, Pollo",category_norm,equals,congelados,,160
525,subcategory,"Carne, Pescado, Pollo",subcategory_norm,equals,carne,,160
526,category,Postres,category_norm,equals,congelados,,160
526,category,Postres,subcategory_norm,equals,helados y hielo,,160
527,subcategory,Helados y Postres fríos,category_norm,equals,congelados,,160
527,subcategory,Helados y Postres fríos,subcategory_norm,equals,helados y hielo,,160
528,category,Platos Listos,category_norm,equals,congelados,,160
528,category,Platos Listos,subcategory_norm,equals,occonfreiaire,,160
529,subcategory,Patatas y Precocinados,category_norm,equals,congelados,,160
529,subcategory,Patatas y Precocinados,subcategory_norm,equals,occonfreiaire,,160
530,category,Platos Listos,category_norm,equals,congelados,,160
530,category,Platos Listos,subcategory_norm,equals,pizzas,,160
531,subcategory,Pizzas y Lasañas,category_norm,equals,congelados,,160
531,subcategory,Pizzas y Lasañas,subcategory_norm,equals,pizzas,,160
532,category,Ingredientes,category_norm,equals,congelados,,160
532,category,Ingredientes,subcategory_norm,equals,rebozados / carne rebozada,,160
533,subcategory,"Carne, Pescado, Pollo",category_norm,equals,congelados,,160
533,subcategory,"Carne, Pescado, Pollo",subcategory_norm,equals,rebozados / carne rebozada,,160
534,category,Postres,category_norm,equals,congelados,,160
534,category,Postres,subcategory_norm,equals,"tartas, postres",,160
535,subcategory,Helados y Postres fríos,category_norm,equals,congelados,,160
535,subcategory,Helados y Postres fríos,subcategory_norm,equals,"tartas, postres",,160
536,category,Ingredientes,category_norm,equals,congelados,,160
536,category,Ingredientes,subcategory_norm,equals,verdura,,160
537,subcategory,Verduras y Frutas congeladas,category_norm,equals,congelados,,160
537,subcategory,Verduras y Frutas congeladas,subcategory_norm,equals,verdura,,160
538,category,Limpieza y Hogar,category_norm,equals,conservacion de alimentos,,160
538,category,Limpieza y Hogar,subcategory_norm,equals,film transparente,,160
539,subcategory,Hogar,category_norm,equals,conservacion de alimentos,,160
539,subcategory,Hogar,subcategory_norm,equals,film transparente,,160
540,category,Limpieza y Hogar,category_norm,equals,conservacion de alimentos,,160
540,category,Limpieza y Hogar,subcategory_norm,equals,papel aluminio,,160
541,subcategory,Hogar,category_norm,equals,conservacion de alimentos,,160
541,subcategory,Hogar,subcategory_norm,equals,papel aluminio,,160
542,category,Conservas,category_norm,equals,"conservas, caldos y cremas",,160
542,category,Conservas,subcategory_norm,equals,conservas de verdura y frutas / conservas fruta,,160
543,subcategory,Vegetales y Frutas en lata,category_norm,equals,"conservas, caldos y cremas",,160
543,subcategory,Vegetales y Frutas en lata,subcategory_norm,equals,conservas de verdura y frutas / conservas fruta,,160
544,category,Conservas,category_norm,equals,"conservas, caldos y cremas",,160
544,category,Conservas,subcategory_norm,equals,conservas de verdura y frutas / conservas verdura,,160
545,subcategory,Vegetales y Frutas en lata,category_norm,equals,"conservas, caldos y cremas",,160
545,subcategory,Vegetales y Frutas en lata,subcategory_norm,equals,conservas de verdura y frutas / conservas verdura,,160
546,category,Conservas,category_norm,equals,"conservas, caldos y cremas",,160
546,category,Conservas,subcategory_norm,equals,cremas y caldos liquidos,,160
547,subcategory,Sopas,category_norm,equals,"conservas, caldos y cremas",,160
547,subcategory,Sopas,subcategory_norm,equals,cremas y caldos liquidos,,160
548,category,Conservas,category_norm,equals,"conservas, caldos y cremas",,160
548,category,Conservas,subcategory_norm,equals,gazpacho y cremas / cremas y pure,,160
549,subcategory,Sopas,category_norm,equals,"conservas, caldos y cremas",,160
549,subcategory,Sopas,subcategory_norm,equals,gazpacho y cremas / cremas y pure,,160
550,category,Conservas,category_norm,equals,"conservas, caldos y cremas",,160
550,category,Conservas,subcategory_norm,equals,sopa y caldo / caldo en pastillas,,160
551,subcategory,Sopas,category_norm,equals,"conservas, caldos y cremas",,160
551,subcategory,Sopas,subcategory_norm,equals,sopa y caldo / caldo en pastillas,,160
552,category,Conservas,category_norm,equals,"conservas, caldos y cremas",,160
552,category,Conservas,subcategory_norm,equals,sopa y caldo / caldo liquido,,160
553,subcategory,Sopas,category_norm,equals,"conservas, caldos y cremas",,160
553,subcategory,Sopas,subcategory_norm,equals,sopa y caldo / caldo liquido,,160
554,category,Conservas,category_norm,equals,"conservas, caldos y cremas",,160
554,category,Conservas,subcategory_norm,equals,sopa y caldo / sopa,,160
555,subcategory,Sopas,category_norm,equals,"conservas, caldos y cremas",,160
555,subcategory,Sopas,subcategory_norm,equals,sopa y caldo / sopa,,160
556,category,Conservas,category_norm,equals,"conservas, caldos y cremas",,160
556,category,Conservas,subcategory_norm,equals,"sopas, caldos y pures deshidratados",,160
557,subcategory,Sopas,category_norm,equals,"conservas, caldos y cremas",,160
557,subcategory,Sopas,subcategory_norm,equals,"sopas, caldos y pures deshidratados",,160
558,category,Conservas,category_norm,equals,"conservas, caldos y cremas",,160
558,category,Conservas,subcategory_norm,equals,tomate,,160
559,subcategory,Vegetales y Frutas en lata,category_norm,equals,"conservas, caldos y cremas",,160
559,subcategory,Vegetales y Frutas en lata,subcategory_norm,equals,tomate,,160
560,category,Conservas,category_norm,equals,"conservas, sopas y precocinados",,160
560,category,Conservas,subcategory_norm,equals,"caldos, sopas y pure",,160
561,subcategory,Sopas,category_norm,equals,"conservas, sopas y precocinados",,160
561,subcategory,Sopas,subcategory_norm,equals,"caldos, sopas y pure",,160
562,category,Conservas,category_norm,equals,"conservas, sopas y precocinados",,160
562,category,Conservas,subcategory_norm,equals,conservas de carne,,160
563,subcategory,Platos Preparados en Conserva,category_norm,equals,"conservas, sopas y precocinados",,160
563,subcategory,Platos Preparados en Conserva,subcategory_norm,equals,conservas de carne,,160
564,category,Conservas,category_norm,equals,"conservas, sopas y precocinados",,160
564,category,Conservas,subcategory_norm,equals,conservas de frutas,,160
565,subcategory,Vegetales y Frutas en lata,category_norm,equals,"conservas, sopas y precocinados",,160
565,subcategory,Vegetales y Frutas en lata,subcategory_norm,equals,conservas de frutas,,160
566,category,Conservas,category_norm,equals,"conservas, sopas y precocinados",,160
566,category,Conservas,subcategory_norm,equals,conservas de pescado y marisco,,160
567,subcategory,Atún y Pescados en lata,category_norm,equals,"conservas, sopas y precocinados",,160
567,subcategory,Atún y Pescados en lata,subcategory_norm,equals,conservas de pescado y marisco,,160
568,category,Conservas,category_norm,equals,"conservas, sopas y precocinados",,160
568,category,Conservas,subcategory_norm,equals,conservas de tomate,,160
569,subcategory,Vegetales y Frutas en lata,category_norm,equals,"conservas, sopas y precocinados",,160
569,subcategory,Vegetales y Frutas en lata,subcategory_norm,equals,conservas de tomate,,160
570,category,Conservas,category_norm,equals,"conservas, sopas y precocinados",,160
570,category,Conservas,subcategory_norm,equals,pizzas,,160
571,subcategory,Platos Preparados en Conserva,category_norm,equals,"conservas, sopas y precocinados",,160
571,subcategory,Platos Preparados en Conserva,subcategory_norm,equals,pizzas,,160
572,category,Cuidado Personal,category_norm,equals,cosmetica,,160
572,category,Cuidado Personal,subcategory_norm,equals,estuches de bano y cosmetica,,160
573,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cosmetica,,160
573,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,estuches de bano y cosmetica,,160
574,category,Cuidado Personal,category_norm,equals,cosmetica,,160
574,category,Cuidado Personal,subcategory_norm,equals,labios,,160
575,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cosmetica,,160
575,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,labios,,160
576,category,Cuidado Personal,category_norm,equals,cuidado corporal,,160
576,category,Cuidado Personal,subcategory_norm,equals,desodorantes,,160
577,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cuidado corporal,,160
577,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,desodorantes,,160
578,category,Limpieza y Hogar,category_norm,equals,cuidado de la ropa,,160
578,category,Limpieza y Hogar,subcategory_norm,equals,detergentes,,160
579,subcategory,Detergentes y Suavizantes,category_norm,equals,cuidado de la ropa,,160
579,subcategory,Detergentes y Suavizantes,subcategory_norm,equals,detergentes,,160
580,category,Limpieza y Hogar,category_norm,equals,cuidado de la ropa,,160
580,category,Limpieza y Hogar,subcategory_norm,equals,lejias lavadora,,160
581,subcategory,Detergentes y Suavizantes,category_norm,equals,cuidado de la ropa,,160
581,subcategory,Detergentes y Suavizantes,subcategory_norm,equals,lejias lavadora,,160
582,category,Limpieza y Hogar,category_norm,equals,cuidado de la ropa,,160
582,category,Limpieza y Hogar,subcategory_norm,equals,limpiadores y antical para lavadora,,160
583,subcategory,Detergentes y Suavizantes,category_norm,equals,cuidado de la ropa,,160
583,subcategory,Detergentes y Suavizantes,subcategory_norm,equals,limpiadores y antical para lavadora,,160
584,category,Limpieza y Hogar,category_norm,equals,cuidado de la ropa,,160
584,category,Limpieza y Hogar,subcategory_norm,equals,suavizantes,,160
585,subcategory,Detergentes y Suavizantes,category_norm,equals,cuidado de la ropa,,160
585,subcategory,Detergentes y Suavizantes,subcategory_norm,equals,suavizantes,,160
586,category,Limpieza y Hogar,category_norm,equals,cuidado de la ropa,,160
586,category,Limpieza y Hogar,subcategory_norm,equals,tendido y planchado,,160
587,subcategory,Detergentes y Suavizantes,category_norm,equals,cuidado de la ropa,,160
587,subcategory,Detergentes y Suavizantes,subcategory_norm,equals,tendido y planchado,,160
588,category,Cuidado Personal,category_norm,equals,cuidado de manos y pies,,160
588,category,Cuidado Personal,subcategory_norm,equals,cuidado de pies,,160
589,subcategory,Salud y Bienestar,category_norm,equals,cuidado de manos y pies,,160
589,subcategory,Salud y Bienestar,subcategory_norm,equals,cuidado de pies,,160
590,category,Cuidado Personal,category_norm,equals,cuidado e higiene facial,,160
590,category,Cuidado Personal,subcategory_norm,equals,cuidado acne,,160
591,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cuidado e higiene facial,,160
591,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,cuidado acne,,160
592,category,Cuidado Personal,category_norm,equals,cuidado e higiene facial,,160
592,category,Cuidado Personal,subcategory_norm,equals,cuidado labial,,160
593,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cuidado e higiene facial,,160
593,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,cuidado labial,,160
594,category,Cuidado Personal,category_norm,equals,cuidado e higiene facial,,160
594,category,Cuidado Personal,subcategory_norm,equals,desmaquillantes,,160
595,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cuidado e higiene facial,,160
595,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,desmaquillantes,,160
596,category,Cuidado Personal,category_norm,equals,cuidado e higiene facial,,160
596,category,Cuidado Personal,subcategory_norm,equals,exfoliantes y mascarillas,,160
597,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cuidado e higiene facial,,160
597,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,exfoliantes y mascarillas,,160
598,category,Cuidado Personal,category_norm,equals,cuidado e higiene facial,,160
598,category,Cuidado Personal,subcategory_norm,equals,tonicos y lociones,,160
599,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cuidado e higiene facial,,160
599,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,tonicos y lociones,,160
600,category,Bebés y Mascotas,category_norm,equals,cuidado e higiene infantil,,160
600,category,Bebés y Mascotas,subcategory_norm,equals,"bastoncillos, algodon y sueros",,160
601,subcategory,Bebés,category_norm,equals,cuidado e higiene infantil,,160
601,subcategory,Bebés,subcategory_norm,equals,"bastoncillos, algodon y sueros",,160
602,category,Bebés y Mascotas,category_norm,equals,cuidado e higiene infantil,,160
602,category,Bebés y Mascotas,subcategory_norm,equals,canastillas,,160
603,subcategory,Bebés,category_norm,equals,cuidado e higiene infantil,,160
603,subcategory,Bebés,subcategory_norm,equals,canastillas,,160
604,category,Cuidado Personal,category_norm,equals,cuidado facial y corporal,,160
604,category,Cuidado Personal,subcategory_norm,equals,desodorante / desodorante roll on y stick,,160
605,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cuidado facial y corporal,,160
605,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,desodorante / desodorante roll on y stick,,160
606,category,Cuidado Personal,category_norm,equals,cuidado facial y corporal,,160
606,category,Cuidado Personal,subcategory_norm,equals,desodorante / desodorante spray,,160
607,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cuidado facial y corporal,,160
607,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,desodorante / desodorante spray,,160
608,category,Cuidado Personal,category_norm,equals,cuidado facial y corporal,,160
608,category,Cuidado Personal,subcategory_norm,equals,desodorante / otros desodorantes,,160
609,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cuidado facial y corporal,,160
609,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,desodorante / otros desodorantes,,160
610,category,Cuidado Personal,category_norm,equals,cuidado facial y corporal,,160
610,category,Cuidado Personal,subcategory_norm,equals,protector solar y aftersun,,160
611,subcategory,Salud y Bienestar,category_norm,equals,cuidado facial y corporal,,160
611,subcategory,Salud y Bienestar,subcategory_norm,equals,protector solar y aftersun,,160
612,category,Cuidado Personal,category_norm,equals,cuidado y proteccion corporal,,160
612,category,Cuidado Personal,subcategory_norm,equals,pies,,160
613,subcategory,Salud y Bienestar,category_norm,equals,cuidado y proteccion corporal,,160
613,subcategory,Salud y Bienestar,subcategory_norm,equals,pies,,160
614,category,Cuidado Personal,category_norm,equals,cuidado y proteccion corporal,,160
614,category,Cuidado Personal,subcategory_norm,equals,productos para viaje,,160
615,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cuidado y proteccion corporal,,160
615,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,productos para viaje,,160
616,category,Cuidado Personal,category_norm,equals,cuidado y proteccion corporal,,160
616,category,Cuidado Personal,subcategory_norm,equals,protectores solares y after sun,,160
617,subcategory,Salud y Bienestar,category_norm,equals,cuidado y proteccion corporal,,160
617,subcategory,Salud y Bienestar,subcategory_norm,equals,protectores solares y after sun,,160
618,category,Panadería,category_norm,equals,desayuno y merienda,,160
618,category,Panadería,subcategory_norm,equals,bolleria y pasteleria,,160
619,subcategory,Bollería y Pastelería,category_norm,equals,desayuno y merienda,,160
619,subcategory,Bollería y Pastelería,subcategory_norm,equals,bolleria y pasteleria,,160
620,category,Dulces,category_norm,equals,desayuno y merienda,,160
620,category,Dulces,subcategory_norm,equals,"chocolates, cremas untar y bombones",,160
621,subcategory,Chocolates y Bombones,category_norm,equals,desayuno y merienda,,160
621,subcategory,Chocolates y Bombones,subcategory_norm,equals,"chocolates, cremas untar y bombones",,160
622,category,Dulces,category_norm,equals,desayuno y merienda,,160
622,category,Dulces,subcategory_norm,equals,golosinas,,160
623,subcategory,Caramelos y Golosinas,category_norm,equals,desayuno y merienda,,160
623,subcategory,Caramelos y Golosinas,subcategory_norm,equals,golosinas,,160
624,category,Repostería y Masas,category_norm,equals,desayuno y merienda,,160
624,category,Repostería y Masas,subcategory_norm,equals,preparacion postres,,160
625,subcategory,Harinas y Levaduras,category_norm,equals,desayuno y merienda,,160
625,subcategory,Harinas y Levaduras,subcategory_norm,equals,preparacion postres,,160
626,category,Dulces,category_norm,equals,dulce,,160
626,category,Dulces,subcategory_norm,equals,"cremas de cacao, avellana y cacahuete",,160
627,subcategory,Chocolates y Bombones,category_norm,equals,dulce,,160
627,subcategory,Chocolates y Bombones,subcategory_norm,equals,"cremas de cacao, avellana y cacahuete",,160
628,category,Bebés y Mascotas,category_norm,equals,embarazo y lactancia,,160
628,category,Bebés y Mascotas,subcategory_norm,equals,cremas y aceites,,160
629,subcategory,Bebés,category_norm,equals,embarazo y lactancia,,160
629,subcategory,Bebés,subcategory_norm,equals,cremas y aceites,,160
630,category,Lácteos y Huevos,category_norm,equals,frescos,,160
630,category,Lácteos y Huevos,subcategory_norm,equals,quesos,,160
631,subcategory,Quesos y Cremas,category_norm,equals,frescos,,160
631,subcategory,Quesos y Cremas,subcategory_norm,equals,quesos,,160
632,category,Frutas y Verduras,category_norm,equals,fruta y verdura,,160
632,category,Frutas y Verduras,subcategory_norm,equals,lechuga y ensalada preparada / ensalada preparada,,160
633,subcategory,Hortalizas,category_norm,equals,fruta y verdura,,160
633,subcategory,Hortalizas,subcategory_norm,equals,lechuga y ensalada preparada / ensalada preparada,,160
634,category,Bebés y Mascotas,category_norm,equals,gatos,,160
634,category,Bebés y Mascotas,subcategory_norm,equals,arena,,160
635,subcategory,Mascotas,category_norm,equals,gatos,,160
635,subcategory,Mascotas,subcategory_norm,equals,arena,,160
636,category,Bebés y Mascotas,category_norm,equals,gatos,,160
636,category,Bebés y Mascotas,subcategory_norm,equals,pienso para gatos,,160
637,subcategory,Mascotas,category_norm,equals,gatos,,160
637,subcategory,Mascotas,subcategory_norm,equals,pienso para gatos,,160
638,category,Bebés y Mascotas,category_norm,equals,gatos,,160
638,category,Bebés y Mascotas,subcategory_norm,equals,premios y snacks,,160
639,subcategory,Mascotas,category_norm,equals,gatos,,160
639,subcategory,Mascotas,subcategory_norm,equals,premios y snacks,,160
640,category,Postres,category_norm,equals,helados,,160
640,category,Postres,subcategory_norm,equals,barquillos,,160
641,subcategory,Helados y Postres fríos,category_norm,equals,helados,,160
641,subcategory,Helados y Postres fríos,subcategory_norm,equals,barquillos,,160
642,category,Postres,category_norm,equals,helados,,160
642,category,Postres,subcategory_norm,equals,bloques,,160
643,subcategory,Helados y Postres fríos,category_norm,equals,helados,,160
643,subcategory,Helados y Postres fríos,subcategory_norm,equals,bloques,,160
644,category,Ingredientes,category_norm,equals,helados,,160
644,category,Ingredientes,subcategory_norm,equals,frutas heladas,,160
645,subcategory,Verduras y Frutas congeladas,category_norm,equals,helados,,160
645,subcategory,Verduras y Frutas congeladas,subcategory_norm,equals,frutas heladas,,160
646,category,Postres,category_norm,equals,helados,,160
646,category,Postres,subcategory_norm,equals,tartas heladas,,160
647,subcategory,Helados y Postres fríos,category_norm,equals,helados,,160
647,subcategory,Helados y Postres fríos,subcategory_norm,equals,tartas heladas,,160
648,category,Platos Listos,category_norm,equals,hielo,,160
648,category,Platos Listos,subcategory_norm,equals,air fryer,,160
649,subcategory,Patatas y Precocinados,category_norm,equals,hielo,,160
649,subcategory,Patatas y Precocinados,subcategory_norm,equals,air fryer,,160
650,category,Platos Listos,category_norm,equals,hielo,,160
650,category,Platos Listos,subcategory_norm,equals,masas,,160
651,subcategory,Comida preparada,category_norm,equals,hielo,,160
651,subcategory,Comida preparada,subcategory_norm,equals,masas,,160
652,category,Platos Listos,category_norm,equals,hielo,,160
652,category,Platos Listos,subcategory_norm,equals,pizzas congeladas,,160
653,subcategory,Pizzas y Lasañas,category_norm,equals,hielo,,160
653,subcategory,Pizzas y Lasañas,subcategory_norm,equals,pizzas congeladas,,160
654,category,Ingredientes,category_norm,equals,hielo,,160
654,category,Ingredientes,subcategory_norm,equals,"pulpo, calamar y sepia congelados",,160
655,subcategory,"Carne, Pescado, Pollo",category_norm,equals,hielo,,160
655,subcategory,"Carne, Pescado, Pollo",subcategory_norm,equals,"pulpo, calamar y sepia congelados",,160
656,category,Ingredientes,category_norm,equals,hielo,,160
656,category,Ingredientes,subcategory_norm,equals,salteados congelados,,160
657,subcategory,Verduras y Frutas congeladas,category_norm,equals,hielo,,160
657,subcategory,Verduras y Frutas congeladas,subcategory_norm,equals,salteados congelados,,160
658,category,Ingredientes,category_norm,equals,hielo,,160
658,category,Ingredientes,subcategory_norm,equals,verduras congeladas,,160
659,subcategory,Verduras y Frutas congeladas,category_norm,equals,hielo,,160
659,subcategory,Verduras y Frutas congeladas,subcategory_norm,equals,verduras congeladas,,160
660,category,Cuidado Personal,category_norm,equals,higiene bucal,,160
660,category,Cuidado Personal,subcategory_norm,equals,cepillos de dientes,,160
661,subcategory,Higiene Bucal,category_norm,equals,higiene bucal,,160
661,subcategory,Higiene Bucal,subcategory_norm,equals,cepillos de dientes,,160
662,category,Cuidado Personal,category_norm,equals,higiene bucal,,160
662,category,Cuidado Personal,subcategory_norm,equals,cuidado y fijacion protesis dentales,,160
663,subcategory,Higiene Bucal,category_norm,equals,higiene bucal,,160
663,subcategory,Higiene Bucal,subcategory_norm,equals,cuidado y fijacion protesis dentales,,160
664,category,Cuidado Personal,category_norm,equals,higiene bucal,,160
664,category,Cuidado Personal,subcategory_norm,equals,ortodoncia,,160
665,subcategory,Higiene Bucal,category_norm,equals,higiene bucal,,160
665,subcategory,Higiene Bucal,subcategory_norm,equals,ortodoncia,,160
666,category,Cuidado Personal,category_norm,equals,higiene bucal,,160
666,category,Cuidado Personal,subcategory_norm,equals,pasta de dientes,,160
667,subcategory,Higiene Bucal,category_norm,equals,higiene bucal,,160
667,subcategory,Higiene Bucal,subcategory_norm,equals,pasta de dientes,,160
668,category,Cuidado Personal,category_norm,equals,higiene intima,,160
668,category,Cuidado Personal,subcategory_norm,equals,protege slip,,160
669,subcategory,Salud y Bienestar,category_norm,equals,higiene intima,,160
669,subcategory,Salud y Bienestar,subcategory_norm,equals,protege slip,,160
670,category,Limpieza y Hogar,category_norm,equals,insecticidas,,160
670,category,Limpieza y Hogar,subcategory_norm,equals,calzado,,160
671,subcategory,Hogar,category_norm,equals,insecticidas,,160
671,subcategory,Hogar,subcategory_norm,equals,calzado,,160
672,category,Limpieza y Hogar,category_norm,equals,insecticidas,,160
672,category,Limpieza y Hogar,subcategory_norm,equals,utensilios de limpieza,,160
673,subcategory,Hogar,category_norm,equals,insecticidas,,160
673,subcategory,Hogar,subcategory_norm,equals,utensilios de limpieza,,160
674,category,Lácteos y Huevos,category_norm,equals,lacteos,,160
674,category,Lácteos y Huevos,subcategory_norm,equals,mantequillas y margarinas,,160
675,subcategory,Quesos y Cremas,category_norm,equals,lacteos,,160
675,subcategory,Quesos y Cremas,subcategory_norm,equals,mantequillas y margarinas,,160
676,category,Lácteos y Huevos,category_norm,equals,"leche, huevos y lacteos",,160
676,category,Lácteos y Huevos,subcategory_norm,equals,leche,,160
677,subcategory,Leches y Bebidas lácteas,category_norm,equals,"leche, huevos y lacteos",,160
677,subcategory,Leches y Bebidas lácteas,subcategory_norm,equals,leche,,160
678,category,Lácteos y Huevos,category_norm,equals,"leche, huevos y lacteos",,160
