rule_id,level,target,field,match_type,pattern,supermarket,priority
272,category,Platos Listos,category_norm,equals,platos listos,,120
273,category,Postres,category_norm,equals,postres,,120
274,category,Repostería y Masas,category_norm,equals,reposteria y masas,,120
275,category,Sin Alcohol,category_norm,equals,sin alcohol,,120
276,subcategory,Aceites y Vinagres,subcategory_norm,equals,aceites y vinagres,,120
277,subcategory,Agua mineral,subcategory_norm,equals,agua mineral,,120
278,subcategory,Arroz y Legumbres,subcategory_norm,equals,arroz y legumbres,,120
279,subcategory,Atún y Pescados en lata,subcategory_norm,equals,atun y pescados en lata,,120
280,subcategory,Bebés,subcategory_norm,equals,bebes,,120
281,subcategory,Bollería y Pastelería,subcategory_norm,equals,bolleria y pasteleria,,120
282,subcategory,"Café, Té y Cacao",subcategory_norm,equals,"cafe, te y cacao",,120
283,subcategory,Caramelos y Golosinas,subcategory_norm,equals,caramelos y golosinas,,120
284,subcategory,"Carne, Pescado, Pollo",subcategory_norm,equals,"carne, pescado, pollo",,120
285,subcategory,Cerdo y otros,subcategory_norm,equals,cerdo y otros,,120
286,subcategory,Cereales y Galletas,subcategory_norm,equals,cereales y galletas,,120
287,subcategory,Cervezas,subcategory_norm,equals,cervezas,,120
288,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,"champu, jabon y cremas",,120
289,subcategory,Charcutería y Fiambres,subcategory_norm,equals,charcuteria y fiambres,,120
290,subcategory,Chocolates y Bombones,subcategory_norm,equals,chocolates y bombones,,120
291,subcategory,Comida preparada,subcategory_norm,equals,comida preparada,,120
292,subcategory,Comidas preparadas,subcategory_norm,equals,comidas preparadas,,120
293,subcategory,Detergentes y Suavizantes,subcategory_norm,equals,detergentes y suavizantes,,120
294,subcategory,Encurtidos y Aceitunas,subcategory_norm,equals,encurtidos y aceitunas,,120
295,subcategory,Especias y Sal,subcategory_norm,equals,especias y sal,,120
296,subcategory,Frutas,subcategory_norm,equals,frutas,,120
297,subcategory,Frutos secos y Semillas,subcategory_norm,equals,frutos secos y semillas,,120
298,subcategory,Harinas y Levaduras,subcategory_norm,equals,harinas y levaduras,,120
299,subcategory,Helados y Postres fríos,subcategory_norm,equals,helados y postres frios,,120
300,subcategory,Hierbas frescas,subcategory_norm,equals,hierbas frescas,,120
301,subcategory,Higiene Bucal,subcategory_norm,equals,higiene bucal,,120
302,subcategory,Hogar,subcategory_norm,equals,hogar,,120
303,subcategory,Hortalizas,subcategory_norm,equals,hortalizas,,120
304,subcategory,Huevos,subcategory_norm,equals,huevos,,120
305,subcategory,Jugos y Zumos,subcategory_norm,equals,jugos y zumos,,120
306,subcategory,Leches y Bebidas lácteas,subcategory_norm,equals,leches y bebidas lacteas,,120
307,subcategory,Licores y Destilados,subcategory_norm,equals,licores y destilados,,120
308,subcategory,Mascotas,subcategory_norm,equals,mascotas,,120
309,subcategory,Mermeladas y Miel,subcategory_norm,equals,mermeladas y miel,,120
310,subcategory,Pan artesanal,subcategory_norm,equals,pan artesanal,,120
311,subcategory,Pan de Molde y Tortillas,subcategory_norm,equals,pan de molde y tortillas,,120
312,subcategory,Papas y Snacks salados,subcategory_norm,equals,papas y snacks salados,,120
313,subcategory,Papel Higiénico y Servilletas,subcategory_norm,equals,papel higienico y servilletas,,120
314,subcategory,Pasta seca,subcategory_norm,equals,pasta seca,,120
315,subcategory,Patatas y Precocinados,subcategory_norm,equals,patatas y precocinados,,120
316,subcategory,Pescados y Mariscos,subcategory_norm,equals,pescados y mariscos,,120
317,subcategory,Pizzas y Lasañas,subcategory_norm,equals,pizzas y lasanas,,120
318,subcategory,Platos Preparados en Conserva,subcategory_norm,equals,platos preparados en conserva,,120
319,subcategory,Pollo y Aves,subcategory_norm,equals,pollo y aves,,120
320,subcategory,Quesos y Cremas,subcategory_norm,equals,quesos y cremas,,120
321,subcategory,Refrescos y Gaseosas,subcategory_norm,equals,refrescos y gaseosas,,120
322,subcategory,Salsas y Aderezos,subcategory_norm,equals,salsas y aderezos,,120
323,subcategory,Salud y Bienestar,subcategory_norm,equals,salud y bienestar,,120
324,subcategory,Sopas,subcategory_norm,equals,sopas,,120
325,subcategory,Ternera / Res,subcategory_norm,equals,ternera / res,,120
326,subcategory,Vegetales y Frutas en lata,subcategory_norm,equals,vegetales y frutas en lata,,120
327,subcategory,Verduras y Frutas congeladas,subcategory_norm,equals,verduras y frutas congeladas,,120
328,subcategory,Vinos y Espumosos,subcategory_norm,equals,vinos y espumosos,,120
329,subcategory,Yogures,subcategory_norm,equals,yogures,,120
330,subcategory,Hierbas frescas,subcategory_norm,regex,\b(hierbas frescas?|aromaticas?|cilantro|perejil|albahaca|hierbabuena|menta)\b,,130
331,category,Frutas y Verduras,subcategory_norm,regex,\b(hierbas frescas?|aromaticas?|cilantro|perejil|albahaca|hierbabuena|menta)\b,,130
332,category,Aceites y Condimentos,category_norm,equals,"aceite, especias y salsas",,160
332,category,Aceites y Condimentos,subcategory_norm,equals,especias / sazonadores,,160
333,subcategory,Especias y Sal,category_norm,equals,"aceite, especias y salsas",,160
333,subcategory,Especias y Sal,subcategory_norm,equals,especias / sazonadores,,160
334,category,Aceites y Condimentos,category_norm,equals,"aceites, salsas y especias",,160
334,category,Aceites y Condimentos,subcategory_norm,equals,salsas de tomate y pasta,,160
335,subcategory,Salsas y Aderezos,category_norm,equals,"aceites, salsas y especias",,160
335,subcategory,Salsas y Aderezos,subcategory_norm,equals,salsas de tomate y pasta,,160
336,category,Aceites y Condimentos,category_norm,equals,"aceites, salsas y especias",,160
336,category,Aceites y Condimentos,subcategory_norm,equals,salsas especiales y picantes,,160
337,subcategory,Especias y Sal,category_norm,equals,"aceites, salsas y especias",,160
337,subcategory,Especias y Sal,subcategory_norm,equals,salsas especiales y picantes,,160
338,category,Aceites y Condimentos,category_norm,equals,"aceites, salsas y especias",,160
338,category,Aceites y Condimentos,subcategory_norm,equals,sazonadores,,160
339,subcategory,Especias y Sal,category_norm,equals,"aceites, salsas y especias",,160
339,subcategory,Especias y Sal,subcategory_norm,equals,sazonadores,,160
340,category,Limpieza y Hogar,category_norm,equals,air fryer,,160
340,category,Limpieza y Hogar,subcategory_norm,equals,accesorios air fryer,,160
341,subcategory,Hogar,category_norm,equals,air fryer,,160
341,subcategory,Hogar,subcategory_norm,equals,accesorios air fryer,,160
342,category,Ingredientes,category_norm,equals,air fryer,,160
342,category,Ingredientes,subcategory_norm,equals,carne air fryer,,160
343,subcategory,"Carne, Pescado, Pollo",category_norm,equals,air fryer,,160
343,subcategory,"Carne, Pescado, Pollo",subcategory_norm,equals,carne air fryer,,160
344,category,Platos Listos,category_norm,equals,air fryer,,160
344,category,Platos Listos,subcategory_norm,equals,patatas air fryer,,160
345,subcategory,Patatas y Precocinados,category_norm,equals,air fryer,,160
345,subcategory,Patatas y Precocinados,subcategory_norm,equals,patatas air fryer,,160
346,category,Platos Listos,category_norm,equals,air fryer,,160
346,category,Platos Listos,subcategory_norm,equals,rebozados air fryer,,160
347,subcategory,Patatas y Precocinados,category_norm,equals,air fryer,,160
347,subcategory,Patatas y Precocinados,subcategory_norm,equals,rebozados air fryer,,160
348,category,Aceites y Condimentos,category_norm,equals,alimentacion,,160
348,category,Aceites y Condimentos,subcategory_norm,equals,aceites y vinagres,,160
349,subcategory,Aceites y Vinagres,category_norm,equals,alimentacion,,160
349,subcategory,Aceites y Vinagres,subcategory_norm,equals,aceites y vinagres,,160
350,category,Aceites y Condimentos,category_norm,equals,alimentacion,,160
350,category,Aceites y Condimentos,subcategory_norm,equals,especias y sazonadores,,160
351,subcategory,Especias y Sal,category_norm,equals,alimentacion,,160
351,subcategory,Especias y Sal,subcategory_norm,equals,especias y sazonadores,,160
352,category,Aceites y Condimentos,category_norm,equals,alimentacion,,160
352,category,Aceites y Condimentos,subcategory_norm,equals,salsas y tomate frito,,160
353,subcategory,Salsas y Aderezos,category_norm,equals,alimentacion,,160
353,subcategory,Salsas y Aderezos,subcategory_norm,equals,salsas y tomate frito,,160
354,category,Bebés y Mascotas,category_norm,equals,alimentacion infantil,,160
354,category,Bebés y Mascotas,subcategory_norm,equals,complementos alimenticios e infusiones,,160
355,subcategory,Bebés,category_norm,equals,alimentacion infantil,,160
355,subcategory,Bebés,subcategory_norm,equals,complementos alimenticios e infusiones,,160
356,category,Bebés y Mascotas,category_norm,equals,alimentacion infantil,,160
356,category,Bebés y Mascotas,subcategory_norm,equals,papillas y cereales,,160
357,subcategory,Bebés,category_norm,equals,alimentacion infantil,,160
357,subcategory,Bebés,subcategory_norm,equals,papillas y cereales,,160
358,category,Bebés y Mascotas,category_norm,equals,alimentacion infantil,,160
358,category,Bebés y Mascotas,subcategory_norm,equals,"postres, bolsitas y yogures infantiles",,160
359,subcategory,Bebés,category_norm,equals,alimentacion infantil,,160
359,subcategory,Bebés,subcategory_norm,equals,"postres, bolsitas y yogures infantiles",,160
360,category,Bebés y Mascotas,category_norm,equals,alimentacion infantil,,160
360,category,Bebés y Mascotas,subcategory_norm,equals,snacks y galletas infantiles,,160
361,subcategory,Bebés,category_norm,equals,alimentacion infantil,,160
361,subcategory,Bebés,subcategory_norm,equals,snacks y galletas infantiles,,160
362,category,Limpieza y Hogar,category_norm,equals,ambientadores,,160
362,category,Limpieza y Hogar,subcategory_norm,equals,coche,,160
363,subcategory,Hogar,category_norm,equals,ambientadores,,160
363,subcategory,Hogar,subcategory_norm,equals,coche,,160
364,category,Limpieza y Hogar,category_norm,equals,ambientadores,,160
364,category,Limpieza y Hogar,subcategory_norm,equals,un toque,,160
365,subcategory,Hogar,category_norm,equals,ambientadores,,160
365,subcategory,Hogar,subcategory_norm,equals,un toque,,160
366,category,Conservas,category_norm,equals,aperitivos,,160
366,category,Conservas,subcategory_norm,equals,aceitunas y encurtidos,,160
367,subcategory,Encurtidos y Aceitunas,category_norm,equals,aperitivos,,160
367,subcategory,Encurtidos y Aceitunas,subcategory_norm,equals,aceitunas y encurtidos,,160
368,category,Conservas,category_norm,equals,aperitivos,,160
368,category,Conservas,subcategory_norm,equals,aceitunas y encurtidos / aceitunas negras,,160
369,subcategory,Encurtidos y Aceitunas,category_norm,equals,aperitivos,,160
369,subcategory,Encurtidos y Aceitunas,subcategory_norm,equals,aceitunas y encurtidos / aceitunas negras,,160
370,category,Conservas,category_norm,equals,aperitivos,,160
370,category,Conservas,subcategory_norm,equals,aceitunas y encurtidos / aceitunas verdes,,160
371,subcategory,Encurtidos y Aceitunas,category_norm,equals,aperitivos,,160
371,subcategory,Encurtidos y Aceitunas,subcategory_norm,equals,aceitunas y encurtidos / aceitunas verdes,,160
372,category,Conservas,category_norm,equals,aperitivos,,160
372,category,Conservas,subcategory_norm,equals,aceitunas y encurtidos / coctel y banderillas,,160
373,subcategory,Encurtidos y Aceitunas,category_norm,equals,aperitivos,,160
373,subcategory,Encurtidos y Aceitunas,subcategory_norm,equals,aceitunas y encurtidos / coctel y banderillas,,160
374,category,Conservas,category_norm,equals,aperitivos,,160
374,category,Conservas,subcategory_norm,equals,aceitunas y encurtidos / pepinillos y otros encurtidos,,160
375,subcategory,Encurtidos y Aceitunas,category_norm,equals,aperitivos,,160
375,subcategory,Encurtidos y Aceitunas,subcategory_norm,equals,aceitunas y encurtidos / pepinillos y otros encurtidos,,160
376,category,Aperitivos,category_norm,equals,aperitivos,,160
376,category,Aperitivos,subcategory_norm,equals,frutas desecadas,,160
377,subcategory,Frutos secos y Semillas,category_norm,equals,aperitivos,,160
377,subcategory,Frutos secos y Semillas,subcategory_norm,equals,frutas desecadas,,160
378,category,Aperitivos,category_norm,equals,aperitivos,,160
378,category,Aperitivos,subcategory_norm,equals,galletas saladas,,160
379,subcategory,Papas y Snacks salados,category_norm,equals,aperitivos,,160
379,subcategory,Papas y Snacks salados,subcategory_norm,equals,galletas saladas,,160
380,category,Aperitivos,category_norm,equals,aperitivos,,160
380,category,Aperitivos,subcategory_norm,equals,torreznos y cortezas,,160
381,subcategory,Papas y Snacks salados,category_norm,equals,aperitivos,,160
381,subcategory,Papas y Snacks salados,subcategory_norm,equals,torreznos y cortezas,,160
382,category,Aperitivos,category_norm,equals,aperitivos,,160
382,category,Aperitivos,subcategory_norm,equals,tortitas,,160
383,subcategory,Papas y Snacks salados,category_norm,equals,aperitivos,,160
383,subcategory,Papas y Snacks salados,subcategory_norm,equals,tortitas,,160
384,category,Granos y Pastas,category_norm,equals,"arroz, legumbres y pasta",,160
384,category,Granos y Pastas,subcategory_norm,equals,pasta y fideos / fideos orientales,,160
385,subcategory,Pasta seca,category_norm,equals,"arroz, legumbres y pasta",,160
385,subcategory,Pasta seca,subcategory_norm,equals,pasta y fideos / fideos orientales,,160
386,category,Granos y Pastas,category_norm,equals,"arroz, legumbres y pasta",,160
386,category,Granos y Pastas,subcategory_norm,equals,pasta y fideos / lasana y canelones,,160
387,subcategory,Pasta seca,category_norm,equals,"arroz, legumbres y pasta",,160
387,subcategory,Pasta seca,subcategory_norm,equals,pasta y fideos / lasana y canelones,,160
388,category,Granos y Pastas,category_norm,equals,"arroz, pastas y legumbres",,160
388,category,Granos y Pastas,subcategory_norm,equals,lasana y canelones,,160
389,subcategory,Pasta seca,category_norm,equals,"arroz, pastas y legumbres",,160
389,subcategory,Pasta seca,subcategory_norm,equals,lasana y canelones,,160
390,category,Granos y Pastas,category_norm,equals,"arroz, pastas y legumbres",,160
390,category,Granos y Pastas,subcategory_norm,equals,"macarrones, espaguetis y pastas secas",,160
391,subcategory,Pasta seca,category_norm,equals,"arroz, pastas y legumbres",,160
391,subcategory,Pasta seca,subcategory_norm,equals,"macarrones, espaguetis y pastas secas",,160
392,category,Granos y Pastas,category_norm,equals,"arroz, pastas y legumbres",,160
392,category,Granos y Pastas,subcategory_norm,equals,noodles,,160
393,subcategory,Pasta seca,category_norm,equals,"arroz, pastas y legumbres",,160
393,subcategory,Pasta seca,subcategory_norm,equals,noodles,,160
394,category,Granos y Pastas,category_norm,equals,"arroz, pastas y legumbres",,160
394,category,Granos y Pastas,subcategory_norm,equals,pastas rellenas,,160
395,subcategory,Pasta seca,category_norm,equals,"arroz, pastas y legumbres",,160
395,subcategory,Pasta seca,subcategory_norm,equals,pastas rellenas,,160
396,category,Dulces,category_norm,equals,"azucar, caramelos y chocolate",,160
396,category,Dulces,subcategory_norm,equals,chocolate / bombones,,160
397,subcategory,Chocolates y Bombones,category_norm,equals,"azucar, caramelos y chocolate",,160
397,subcategory,Chocolates y Bombones,subcategory_norm,equals,chocolate / bombones,,160
398,category,Cuidado Personal,category_norm,equals,bano e higiene corporal,,160
398,category,Cuidado Personal,subcategory_norm,equals,desodorantes,,160
399,subcategory,"Champú, Jabón y Cremas",category_norm,equals,bano e higiene corporal,,160
399,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,desodorantes,,160
400,category,Cuidado Personal,category_norm,equals,bano e higiene corporal,,160
400,category,Cuidado Personal,subcategory_norm,equals,perfumeria para regalar,,160
401,subcategory,"Champú, Jabón y Cremas",category_norm,equals,bano e higiene corporal,,160
401,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,perfumeria para regalar,,160
402,category,Cuidado Personal,category_norm,equals,bano e higiene corporal,,160
402,category,Cuidado Personal,subcategory_norm,equals,sales de bano,,160
403,subcategory,"Champú, Jabón y Cremas",category_norm,equals,bano e higiene corporal,,160
403,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,sales de bano,,160
404,category,Limpieza y Hogar,category_norm,equals,bazar,,160
404,category,Limpieza y Hogar,subcategory_norm,equals,accesorios de bano,,160
405,subcategory,Hogar,category_norm,equals,bazar,,160
405,subcategory,Hogar,subcategory_norm,equals,accesorios de bano,,160
406,category,Limpieza y Hogar,category_norm,equals,bazar,,160
406,category,Limpieza y Hogar,subcategory_norm,equals,burletes,,160
407,subcategory,Hogar,category_norm,equals,bazar,,160
407,subcategory,Hogar,subcategory_norm,equals,burletes,,160
408,category,Limpieza y Hogar,category_norm,equals,bazar,,160
408,category,Limpieza y Hogar,subcategory_norm,equals,herramientas,,160
409,subcategory,Hogar,category_norm,equals,bazar,,160
409,subcategory,Hogar,subcategory_norm,equals,herramientas,,160
410,category,Sin Alcohol,category_norm,equals,bebidas,,160
410,category,Sin Alcohol,subcategory_norm,equals,"agua, soda y gaseosas",,160
411,subcategory,Agua mineral,category_norm,equals,bebidas,,160
411,subcategory,Agua mineral,subcategory_norm,equals,"agua, soda y gaseosas",,160
412,category,Sin Alcohol,category_norm,equals,bebidas,,160
412,category,Sin Alcohol,subcategory_norm,equals,energeticas,,160
413,subcategory,Refrescos y Gaseosas,category_norm,equals,bebidas,,160
413,subcategory,Refrescos y Gaseosas,subcategory_norm,equals,energeticas,,160
414,category,Sin Alcohol,category_norm,equals,bebidas,,160
414,category,Sin Alcohol,subcategory_norm,equals,refrescos,,160
415,subcategory,Refrescos y Gaseosas,category_norm,equals,bebidas,,160
415,subcategory,Refrescos y Gaseosas,subcategory_norm,equals,refrescos,,160
416,category,Sin Alcohol,category_norm,equals,bebidas,,160
416,category,Sin Alcohol,subcategory_norm,equals,zumos de frutas,,160
417,subcategory,Jugos y Zumos,category_norm,equals,bebidas,,160
417,subcategory,Jugos y Zumos,subcategory_norm,equals,zumos de frutas,,160
418,category,Cuidado Personal,category_norm,equals,bienestar sexual,,160
418,category,Cuidado Personal,subcategory_norm,equals,estimuladores,,160
419,subcategory,Salud y Bienestar,category_norm,equals,bienestar sexual,,160
419,subcategory,Salud y Bienestar,subcategory_norm,equals,estimuladores,,160
420,category,Cuidado Personal,category_norm,equals,bienestar sexual,,160
420,category,Cuidado Personal,subcategory_norm,equals,lubricantes,,160
421,subcategory,Salud y Bienestar,category_norm,equals,bienestar sexual,,160
421,subcategory,Salud y Bienestar,subcategory_norm,equals,lubricantes,,160
422,category,Cuidado Personal,category_norm,equals,boca y sonrisa,,160
422,category,Cuidado Personal,subcategory_norm,equals,dentifricos,,160
423,subcategory,Higiene Bucal,category_norm,equals,boca y sonrisa,,160
423,subcategory,Higiene Bucal,subcategory_norm,equals,dentifricos,,160
424,category,Cuidado Personal,category_norm,equals,boca y sonrisa,,160
424,category,Cuidado Personal,subcategory_norm,equals,protector labial,,160
425,subcategory,"Champú, Jabón y Cremas",category_norm,equals,boca y sonrisa,,160
425,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,protector labial,,160
426,category,Cuidado Personal,category_norm,equals,boca y sonrisa,,160
426,category,Cuidado Personal,subcategory_norm,equals,protesis,,160
427,subcategory,Higiene Bucal,category_norm,equals,boca y sonrisa,,160
427,subcategory,Higiene Bucal,subcategory_norm,equals,protesis,,160
428,category,Cuidado Personal,category_norm,equals,botiquin,,160
428,category,Cuidado Personal,subcategory_norm,equals,antimosquitos,,160
429,subcategory,Salud y Bienestar,category_norm,equals,botiquin,,160
429,subcategory,Salud y Bienestar,subcategory_norm,equals,antimosquitos,,160
430,category,Cuidado Personal,category_norm,equals,botiquin,,160
430,category,Cuidado Personal,subcategory_norm,equals,cuidado del oido,,160
431,subcategory,Salud y Bienestar,category_norm,equals,botiquin,,160
431,subcategory,Salud y Bienestar,subcategory_norm,equals,cuidado del oido,,160
432,category,Cuidado Personal,category_norm,equals,botiquin,,160
432,category,Cuidado Personal,subcategory_norm,equals,geles hidroalcoholicos,,160
433,subcategory,Salud y Bienestar,category_norm,equals,botiquin,,160
433,subcategory,Salud y Bienestar,subcategory_norm,equals,geles hidroalcoholicos,,160
434,category,Cuidado Personal,category_norm,equals,botiquin,,160
434,category,Cuidado Personal,subcategory_norm,equals,mascarillas,,160
435,subcategory,Salud y Bienestar,category_norm,equals,botiquin,,160
435,subcategory,Salud y Bienestar,subcategory_norm,equals,mascarillas,,160
436,category,Cuidado Personal,category_norm,equals,botiquin,,160
436,category,Cuidado Personal,subcategory_norm,equals,tos y garganta,,160
437,subcategory,Salud y Bienestar,category_norm,equals,botiquin,,160
437,subcategory,Salud y Bienestar,subcategory_norm,equals,tos y garganta,,160
438,category,Cuidado Personal,category_norm,equals,cabello,,160
438,category,Cuidado Personal,subcategory_norm,equals,tinte,,160
439,subcategory,"Champú, Jabón y Cremas",category_norm,equals,cabello,,160
439,subcategory,"Champú, Jabón y Cremas",subcategory_norm,equals,tinte,,160
440,category,Limpieza y Hogar,category_norm,equals,calzado,,160
440,category,Limpieza y Hogar,subcategory_norm,equals,crema,,160
441,subcategory,Hogar,category_norm,equals,calzado,,160
441,subcategory,Hogar,subcategory_norm,equals,crema,,160
442,category,Limpieza y Hogar,category_norm,equals,calzado,,160
442,category,Limpieza y Hogar,subcategory_norm,equals,desodorantes para calzado,,160
443,subcategory,Hogar,category_norm,equals,calzado,,160
443,subcategory,Hogar,subcategory_norm,equals,desodorantes para calzado,,160
444,category,Limpieza y Hogar,category_norm,equals,calzado,,160
444,category,Limpieza y Hogar,subcategory_norm,equals,esponjas autobrillantes,,160
445,subcategory,Hogar,category_norm,equals,calzado,,160
445,subcategory,Hogar,subcategory_norm,equals,esponjas autobrillantes,,160
446,category,Limpieza y Hogar,category_norm,equals,calzado,,160
446,category,Limpieza y Hogar,subcategory_norm,equals,limpiador de piel y ante,,160
447,subcategory,Hogar,category_norm,equals,calzado,,160
447,subcategory,Hogar,subcategory_norm,equals,limpiador de piel y ante,,160
448,category,Ingredientes,category_norm,equals,carne,,160
448,category,Ingredientes,subcategory_norm,equals,carne congelada,,160
449,subcategory,"Carne, Pescado, Pollo",category_norm,equals,carne,,160
449,subcategory,"Carne, Pescado, Pollo",subcategory_norm,equals,carne congelada,,160
450,category,Platos Listos,category_norm,equals,carne,,160
450,category,Platos Listos,subcategory_norm,equals,empanados,,160
451,subcategory,Patatas y Precocinados,category_norm,equals,carne,,160
451,subcategory,Patatas y Precocinados,subcategory_norm,equals,empanados,,160
452,category,Ingredientes,category_norm,equals,carne,,160
452,category,Ingredientes,subcategory_norm,equals,empanados y elaborados / empanados y rebozados congelados,,160
453,subcategory,"Carne, Pescado, Pollo",category_norm,equals,carne,,160
453,subcategory,"Carne, Pescado, Pollo",subcategory_norm,equals,empanados y elaborados / empanados y rebozados congelados,,160
454,category,Platos Listos,category_norm,equals,carnes,,160
454,category,Platos Listos,subcategory_norm,equals,empanados y elaborados,,160
455,subcategory,Patatas y Precocinados,category_norm,equals,carnes,,160
455,subcategory,Patatas y Precocinados,subcategory_norm,equals,empanados y elaborados,,160
456,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
456,category,Carnes y Pescados,subcategory_norm,equals,aves y jamon cocido / jamon cocido,,160
457,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
457,subcategory,Charcutería y Fiambres,subcategory_norm,equals,aves y jamon cocido / jamon cocido,,160
458,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
458,category,Carnes y Pescados,subcategory_norm,equals,aves y jamon cocido / pavo y otros,,160
459,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
459,subcategory,Charcutería y Fiambres,subcategory_norm,equals,aves y jamon cocido / pavo y otros,,160
460,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
460,category,Carnes y Pescados,subcategory_norm,equals,bacon y salchichas / salchichas,,160
461,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
461,subcategory,Charcutería y Fiambres,subcategory_norm,equals,bacon y salchichas / salchichas,,160
462,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
462,category,Carnes y Pescados,subcategory_norm,equals,chopped y mortadela,,160
463,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
463,subcategory,Charcutería y Fiambres,subcategory_norm,equals,chopped y mortadela,,160
464,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
464,category,Carnes y Pescados,subcategory_norm,equals,chopped y mortadela / chopped,,160
465,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
465,subcategory,Charcutería y Fiambres,subcategory_norm,equals,chopped y mortadela / chopped,,160
466,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
466,category,Carnes y Pescados,subcategory_norm,equals,chopped y mortadela / mortadela,,160
467,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
467,subcategory,Charcutería y Fiambres,subcategory_norm,equals,chopped y mortadela / mortadela,,160
468,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
468,category,Carnes y Pescados,subcategory_norm,equals,embutido curado / chorizo,,160
469,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
469,subcategory,Charcutería y Fiambres,subcategory_norm,equals,embutido curado / chorizo,,160
470,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
470,category,Carnes y Pescados,subcategory_norm,equals,embutido curado / lomo y otros,,160
471,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
471,subcategory,Charcutería y Fiambres,subcategory_norm,equals,embutido curado / lomo y otros,,160
472,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
472,category,Carnes y Pescados,subcategory_norm,equals,"jamon cocido, pavo y pollo",,160
473,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
473,subcategory,Charcutería y Fiambres,subcategory_norm,equals,"jamon cocido, pavo y pollo",,160
474,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
474,category,Carnes y Pescados,subcategory_norm,equals,"lomo, chorizo, fuet y salchichon",,160
475,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
475,subcategory,Charcutería y Fiambres,subcategory_norm,equals,"lomo, chorizo, fuet y salchichon",,160
476,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
476,category,Carnes y Pescados,subcategory_norm,equals,pate y sobrasada / pate,,160
477,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
477,subcategory,Charcutería y Fiambres,subcategory_norm,equals,pate y sobrasada / pate,,160
478,category,Carnes y Pescados,category_norm,equals,charcuteria y quesos,,160
478,category,Carnes y Pescados,subcategory_norm,equals,"pate, foie y sobrasada",,160
479,subcategory,Charcutería y Fiambres,category_norm,equals,charcuteria y quesos,,160
479,subcategory,Charcutería y Fiambres,subcategory_norm,equals,"pate, foie y sobrasada",,160
480,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
480,category,Lácteos y Huevos,subcategory_norm,equals,"queso azul, roquefort y cabra",,160
481,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
481,subcategory,Quesos y Cremas,subcategory_norm,equals,"queso azul, roquefort y cabra",,160
482,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
482,category,Lácteos y Huevos,subcategory_norm,equals,"queso curado, semi y tierno",,160
483,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
483,subcategory,Quesos y Cremas,subcategory_norm,equals,"queso curado, semi y tierno",,160
484,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
484,category,Lácteos y Huevos,subcategory_norm,equals,"queso curado, semicurado y tierno / queso curado",,160
485,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
485,subcategory,Quesos y Cremas,subcategory_norm,equals,"queso curado, semicurado y tierno / queso curado",,160
486,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
486,category,Lácteos y Huevos,subcategory_norm,equals,"queso curado, semicurado y tierno / queso tierno",,160
487,subcategory,Quesos y Cremas,category_norm,equals,charcuteria y quesos,,160
487,subcategory,Quesos y Cremas,subcategory_norm,equals,"queso curado, semicurado y tierno / queso tierno",,160
488,category,Lácteos y Huevos,category_norm,equals,charcuteria y quesos,,160
488,category,Lácteos y Huevos,subcategory_norm,equals,queso fresco,,160
