source_product_id,supermarket,brand_std,is_no_brand,override_source
a27da0d2880d28faea5397410a318c9d,alcampo,1880,false,user_confirmed_brand_rule
97fcf7be4421b33bd992a8edba7d7d14,alcampo,1880,false,user_confirmed_brand_rule
9f6f5056937f4466ad374ff9df66c2a7,alcampo,1880,false,user_confirmed_brand_rule
cdc363e0c338c7a170ad6fdc71671c77,alcampo,1880,false,user_confirmed_brand_rule
7416098e3ab4f88b536e595bd221723f,alcampo,1880,false,user_confirmed_brand_rule
448b75e71580a5936de2afa7fcd4781b,alcampo,1880,false,user_confirmed_brand_rule
cdaea63436745b0aa216f3cccd8f9d5d,alcampo,1906,false,user_confirmed_brand_rule
ad14eb58476b0eb61c1de8815d4d65e6,alcampo,1906,false,user_confirmed_brand_rule
2e5723312aaee7ad0b18f8cc724f6f26,alcampo,1906,false,user_confirmed_brand_rule
76dc0781dd4e3abc25480a2386c8a21e,alcampo,1906,false,user_confirmed_brand_rule
0f0729baae5be119f142c2a958cea63a,alcampo,1906,false,user_confirmed_brand_rule
6db6405467889d75a11f73bbfdf0ddd6,alcampo,1906,false,user_confirmed_brand_rule
b96440ea2e74187f4353d014f8bb1e46,alcampo,1906,false,user_confirmed_brand_rule
ed68fe9086d1a931ff06507b764ae2d8,alcampo,1906,false,user_confirmed_brand_rule
ab67dab0a7d7618e3f7f49b931571e45,alcampo,1906,false,user_confirmed_brand_rule
831cc52ea53daf6f564860feffc4c358,alcampo,1906,false,user_confirmed_brand_rule
66e529a1e8117c741fa4368736e3060e,alcampo,1906,false,user_confirmed_brand_rule
1777318d26f3c3f6105b130425a776aa,alcampo,8.6,false,user_confirmed_brand_rule
e68a69f8c98ad26abf9c633abfa7e605,alcampo,8.6,false,user_confirmed_brand_rule
575a200f0f7cd5e5ffaa72abb9c236d5,alcampo,8.6,false,user_confirmed_brand_rule
1890692376e30efc2e8c959fdcb3a735,alcampo,Ben&Jerry's,false,user_confirmed_brand_rule
34804d2150ef720f2dc6542af1e269c0,alcampo,Ben&Jerry's,false,user_confirmed_brand_rule
d910940b36e4aa94c5cdf4feae3e86c4,alcampo,Ben&Jerry's,false,user_confirmed_brand_rule
db3b528daa651ba35744f84f145b7e84,alcampo,Ben&Jerry's,false,user_confirmed_brand_rule
8017c131f9d08dbc2d9f7e3c6fd03ee6,alcampo,Ben&Jerry's,false,user_confirmed_brand_rule
abd24db67fd3a6238e9981df86ac08f0,alcampo,Ben&Jerry's,false,user_confirmed_brand_rule
5b97eb1f2e4d75e647383ba29b0fafb3,alcampo,La Bella Easo,false,user_confirmed_brand_rule
6ad81df61ad84d861db1b51a1d048e7e,alcampo,La Bella Easo,false,user_confirmed_brand_rule
d8cb9dc2cc47f3a9d511cf724df7f337,alcampo,La Bella Easo,false,user_confirmed_brand_rule
2c07ee33c4c822c5966e047dd23b09d1,alcampo,La Bella Easo,false,user_confirmed_brand_rule
0b0858b00076b3b8d351738827603099,alcampo,La Bella Easo,false,user_confirmed_brand_rule
9fa0930fd15d3b46d1848c32b8a9774b,alcampo,La Bella Easo,false,user_confirmed_brand_rule
d7c72b62b3cf0263cdc1ca8d1fd3cc1d,alcampo,La Bella Easo,false,user_confirmed_brand_rule
647cb336164487271a14c006b070cbfe,alcampo,La Bella Easo,false,user_confirmed_brand_rule
d4841d753109de328f18fd236a0e5175,alcampo,La Bella Easo,false,user_confirmed_brand_rule
f066fbfb3fcc597bc32946007dcc3aa8,alcampo,La Bella Easo,false,user_confirmed_brand_rule
8153831c8ed6f93a989618e37ebcc14d,alcampo,La Bella Easo,false,user_confirmed_brand_rule
1f1991be78ff5b5a25a7e4cf721b1af5,alcampo,La Sagra,false,user_confirmed_brand_rule
4c608ecf3ce622d5cb7ddcbd3a146ad4,alcampo,La Sagra,false,user_confirmed_brand_rule
a79ada566606679568fbc553103e7f43,alcampo,La Sagra,false,user_confirmed_brand_rule
3a64eb68548fa8a1fe09c890461ed5fd,alcampo,La Sagra,false,user_confirmed_brand_rule
233af91567ac3034b53546fb4a30dad9,alcampo,18/70 La Rubia,false,user_confirmed_brand_rule
c53b9f5e11d8c21db053c30afedca511,alcampo,La Sagra,false,user_confirmed_brand_rule
d08c05c9504a51a93eccfc48600f8ffc,alcampo,La Sagra,false,user_confirmed_brand_rule
13842cbb8d293a2ea509aadab10e8e6d,alcampo,La Sagra,false,user_confirmed_brand_rule
197cb6be8dcd9413b04c72fbf04b195c,alcampo,La Sagra,false,user_confirmed_brand_rule
dbc3b9e027854fd38eeba16b57745ead,alcampo,La Sagra,false,user_confirmed_brand_rule
b1cb5d041803f232effd36bea7b9ec17,alcampo,La Sagra,false,user_confirmed_brand_rule
4df9e0943c879e1149532d8159d11af9,alcampo,La Sagra,false,user_confirmed_brand_rule
8c803c53d07c308782972028db889ee5,alcampo,La Sagra,false,user_confirmed_brand_rule
b66f4dc4b48432af610cbfcfa494428b,alcampo,La Lechera,false,user_confirmed_brand_rule
f96937e44bf70116f20ad876d67f5be4,alcampo,La Lechera,false,user_confirmed_brand_rule
ac4185a9c8039ad1daf2d216c87f2005,alcampo,La Española,false,user_confirmed_brand_rule
01666e90ff5020c42e068e52d04be52d,alcampo,La Lechera,false,user_confirmed_brand_rule
eb2f84e5ddc10fbeb2d33f59294d1b5f,alcampo,La Lechera,false,user_confirmed_brand_rule
b0d2c66ff8edc017edba3b9e64f417be,alcampo,La Lechera,false,user_confirmed_brand_rule
5cbd0c022a73ead50cb703b5263533b0,alcampo,La Lechera,false,user_confirmed_brand_rule
868457fbbfd3b5d2f95d57c21cf527b7,alcampo,La Lechera,false,user_confirmed_brand_rule
c69ff1ca69272fa00b68f7d23e824e3f,alcampo,La Lechera,false,user_confirmed_brand_rule
30bf8a5ed22f338c2a69722c036993a2,alcampo,La Lechera,false,user_confirmed_brand_rule
c5912fc5560a240216549946cc6b32dd,alcampo,La Lechera,false,user_confirmed_brand_rule
b2e07d7e4138ce6f4368da02f5075790,alcampo,La Lechera,false,user_confirmed_brand_rule
04fb1f4698b0025536d91ba30dbc42b6,alcampo,La Lechera,false,user_confirmed_brand_rule
5238a88eb0240d883b67317571a8e023,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
8f6e5b756defa114fe0ca363cb365edc,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
52b1a36d6d9e9bf077dab57b7b7d6af9,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
4ba947b9cf43b095b7dc2c6658ecbe20,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
17809bd44c4cb8afed02bd6b8bed6623,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
2210e8b3749b467646147871ce0e5445,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
a03b3494723d11a8583fd4577de5dac5,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
7bf9751a5dda62880995c1e55031e0f0,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
6b781b37975db1dd9a6ad7119510c004,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
64ad250ed0aa7c66319d1ad659da1e75,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
44ca78bcd9b05ed71a748b347bbb6340,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
e22f7793cf8d1fd1f27f7f29012d05f8,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
193c06570cd85441f1a25ba93990eb1f,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
335cd8d485c7f151da619f004d590f08,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
9a9033898c8f7a7e2d65d7520bc47b8a,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
57791794125696ed15a8a6f7fb9590e8,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
12fd88ccf5c0bb75cebdf52e05aa053b,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
0af53c4cea833c6749c8282426246113,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
295c2208baaf4fed8f517ccd4c27fd9a,alcampo,La Vaca que Ríe,false,user_confirmed_brand_rule
d80132789d46e10b3f75c3250ee46154,alcampo,La Lechera,false,user_confirmed_brand_rule
a6980c12257d4d2b972fcbf75e63af67,alcampo,La Lechera,false,user_confirmed_brand_rule
979ce536d57d3a2e04d63a8ce37c7ed7,alcampo,La Lechera,false,user_confirmed_brand_rule
d5d2392fded4d2d99d73af41c9c47215,alcampo,La Lechera,false,user_confirmed_brand_rule
